Date,SalesRep,Product,Units,Price,Total Sales,City,Region,Day
20/7/2014,Cassandra  Franklin,Nestle Maxibon Cookie,3,175,525,Delhi,North,Sunday
20/7/2014,Isabel  Cross,Nestle Rowntree Screamers,1,473,473,Ranchi,East,Sunday
21/7/2014,Don  Gonzales,Nestle Smarties Pop-Up,1,342,342,Mysore,South,Monday
21/7/2014,Allan  Ramos,Nestle Aero Mint Potz,2,259,518,Jodhpur,North,Monday
21/7/2014,Trevor  Jones,Nestle Maxibon Cookie,4,209,836,Pune,West,Monday
22/7/2014,Max  Rodgers,Nestle Fab,2,483,966,Nagpur,West,Tuesday
22/7/2014,Woodrow  Colon,Nestle Toffee Crumble,3,125,375,Cochin,South,Tuesday
22/7/2014,Christina  Fuller,Nestle Toffee Crumble,4,139,556,Nagpur,West,Tuesday
23/7/2014,Ben  Perez,Nestle Smarties Pop-Up,3,472,1416,Goa,West,Wednesday
23/7/2014,Eric  Rose,Nestle Maxibon Cookie,2,494,988,Mumbai,West,Wednesday
23/7/2014,Drew  Rogers,Nestle Maxibon Cookie,3,127,381,Delhi,North,Wednesday
24/7/2014,Patty  Thompson,Nestle Rowntree Fruit Pastil,2,154,308,Mumbai,West,Thursday
24/7/2014,Brooke  Horton,Nestle Fab,2,488,976,Nainital,North,Thursday
24/7/2014,Paulette  Spencer,Nestle Nobbly Bobbly,1,242,242,Hyderabad,South,Thursday
24/7/2014,Elbert  Klein,Nestle Milky Bar Stick,2,236,472,Cochin,South,Thursday
24/7/2014,Bobbie  Ryan,Nestle Smarties Pop-Up,3,457,1371,Darjeeling,East,Thursday
24/7/2014,Iris  Underwood,Nestle Smarties Pop-Up,3,457,1371,Pune,West,Thursday
24/7/2014,Carla  Mccormick,Nestle Aero Mint Potz,2,421,842,Varanasi,North,Thursday
24/7/2014,Willie  Vega,Nestle Kit Kat Cone,1,296,296,Delhi,North,Thursday
24/7/2014,Trevor  Jones,Nestle Smarties Pop-Up,4,215,860,Pune,West,Thursday
25/7/2014,Marian  Hill,Nestle Milky Bar Stick,1,421,421,Trivandrum,South,Friday
25/7/2014,Robert  Munoz,Nestle Aero Mint Potz,3,459,1377,Delhi,North,Friday
25/7/2014,Salvador  Bass,Nestle Toffee Crumble,2,118,236,Goa,West,Friday
25/7/2014,Della  Jensen,Nestle Smarties Pop-Up,10,228,2280,Patna,East,Friday
25/7/2014,Jenny  Garcia,Nestle Rowntree Fruit Pastil,1,336,336,Shimla,North,Friday
26/7/2014,Carla  Mccormick,Nestle Smarties Pop-Up,3,362,1086,Varanasi,North,Saturday
26/7/2014,Herman  Williams,Nestle Toffee Crumble,2,438,876,Darjeeling,East,Saturday
26/7/2014,Mable  Lindsey,Nestle Smarties Pop-Up,3,332,996,Ahmedabad,West,Saturday
26/7/2014,Guillermo  Potter,Nestle Toffee Crumble,1,400,400,Nainital,North,Saturday
26/7/2014,Tracy  Reed,Nestle Rolo Potz,1,477,477,Agra,North,Saturday
27/7/2014,Della  Jensen,Nestle Fab,1,291,291,Patna,East,Sunday
27/7/2014,Christy  Olson,Nestle Milky Bar Stick,1,163,163,Surat,West,Sunday
27/7/2014,Elvira  Bowman,Nestle Milky Bar Stick,3,310,930,Srinagar,North,Sunday
27/7/2014,Patty  Thompson,Nestle Kit Kat Cone,3,269,807,Mumbai,West,Sunday
28/7/2014,Salvador  Bass,Nestle Smarties Pop-Up,2,233,466,Goa,West,Monday
28/7/2014,Eddie  Green,Nestle Fab,3,196,588,Durgapur,East,Monday
28/7/2014,Della  Jensen,Nestle Maxibon Cookie,2,496,992,Patna,East,Monday
28/7/2014,Rachel  Gomez,Nestle Milky Bar Stick,2,344,688,Delhi,North,Monday
28/7/2014,Edwin  Malone,Nestle Toffee Crumble,1,104,104,Kolkata,East,Monday
28/7/2014,Mable  Lindsey,Nestle Milky Bar Stick,1,190,190,Ahmedabad,West,Monday
28/7/2014,Rachel  Gomez,Nestle Aero Mint Potz,2,277,554,Delhi,North,Monday
28/7/2014,Lance  Yates,Nestle Aero Mint Potz,1,344,344,Srinagar,North,Monday
29/7/2014,Brooke  Horton,Nestle Fab,2,413,826,Nainital,North,Tuesday
29/7/2014,Robert  Munoz,Nestle Toffee Crumble,2,417,834,Delhi,North,Tuesday
29/7/2014,Fernando  Rowe,Nestle Toffee Crumble,2,473,946,Ahmedabad,West,Tuesday
29/7/2014,Ben  Perez,Nestle Aero Mint Potz,2,422,844,Goa,West,Tuesday
29/7/2014,Della  Jensen,Nestle Rowntree Screamers,2,265,530,Patna,East,Tuesday
29/7/2014,Ellen  Weaver,Nestle Toffee Crumble,3,101,303,Hyderabad,South,Tuesday
29/7/2014,Drew  Rogers,Nestle Rowntree Screamers,3,439,1317,Delhi,North,Tuesday
29/7/2014,Marion  Glover,Nestle Rolo Potz,1,448,448,Durgapur,East,Tuesday
29/7/2014,Eric  Rose,Nestle Milky Bar Stick,2,240,480,Mumbai,West,Tuesday
30/7/2014,Cecilia  Manning,Nestle Milky Bar Stick,2,443,886,Trivandrum,South,Wednesday
30/7/2014,Brooke  Horton,Nestle Rowntree Fruit Pastil,3,330,990,Nainital,North,Wednesday
30/7/2014,Trevor  Jones,Nestle Smarties Pop-Up,2,395,790,Pune,West,Wednesday
30/7/2014,Patty  Thompson,Nestle Milky Bar Stick,2,310,620,Mumbai,West,Wednesday
30/7/2014,Woodrow  Colon,Nestle Aero Mint Potz,3,302,906,Cochin,South,Wednesday
31/7/2014,Cassandra  Franklin,Nestle Aero Mint Potz,1,262,262,Delhi,North,Thursday
31/7/2014,Isabel  Cross,Nestle Smarties Pop-Up,2,226,452,Ranchi,East,Thursday
31/7/2014,Edwin  Malone,Nestle Fab,3,420,1260,Kolkata,East,Thursday
31/7/2014,Salvador  Bass,Nestle Smarties Pop-Up,2,336,672,Goa,West,Thursday
31/7/2014,Max  Rodgers,Nestle Aero Mint Potz,3,427,1281,Nagpur,West,Thursday
1/8/2014,Eddie  Green,Nestle Aero Mint Potz,3,462,1386,Durgapur,East,Friday
1/8/2014,Cecilia  Manning,Nestle Fab,2,420,840,Trivandrum,South,Friday
1/8/2014,Elvira  Bowman,Nestle Smarties Pop-Up,3,308,924,Srinagar,North,Friday
1/8/2014,Cindy  Becker,Nestle Rowntree Fruit Pastil,2,499,998,Bangalore,South,Friday
1/8/2014,Guillermo  Potter,Nestle Nobbly Bobbly,3,232,696,Nainital,North,Friday
3/8/2014,Robert  Munoz,Nestle Smarties Pop-Up,3,183,549,Delhi,North,Sunday
3/8/2014,Marion  Glover,Nestle Milky Bar Stick,2,190,380,Durgapur,East,Sunday
3/8/2014,Austin  Reynolds,Nestle Rowntree Fruit Pastil,1,310,310,Kolkata,East,Sunday
3/8/2014,Ruben  Nunez,Nestle Rowntree Fruit Pastil,3,434,1302,Ahmedabad,West,Sunday
3/8/2014,Shari  Silva,Nestle Milky Bar Stick,2,409,818,Mysore,South,Sunday
3/8/2014,Austin  Reynolds,Nestle Aero Mint Potz,3,123,369,Kolkata,East,Sunday
4/8/2014,Tiffany  May,Nestle Toffee Crumble,1,425,425,Agra,North,Monday
4/8/2014,Sonya  Mullins,Nestle Toffee Crumble,3,319,957,Kolkata,East,Monday
4/8/2014,Drew  Rogers,Nestle Smarties Pop-Up,1,181,181,Delhi,North,Monday
5/8/2014,Herman  Williams,Nestle Rowntree Fruit Pastil,1,424,424,Darjeeling,East,Tuesday
5/8/2014,Eric  Rose,Nestle Maxibon Cookie,2,418,836,Mumbai,West,Tuesday
5/8/2014,Salvador  Bass,Nestle Kit Kat Cone,1,217,217,Goa,West,Tuesday
5/8/2014,Drew  Rogers,Nestle Kit Kat Cone,2,486,972,Delhi,North,Tuesday
5/8/2014,Willie  Vega,Nestle Nobbly Bobbly,3,227,681,Delhi,North,Tuesday
5/8/2014,Johanna  Boone,Nestle Milky Bar Stick,2,134,268,Mysore,South,Tuesday
6/8/2014,Isabel  Cross,Nestle Smarties Pop-Up,1,489,489,Ranchi,East,Wednesday
6/8/2014,Salvador  Bass,Nestle Fab,3,493,1479,Goa,West,Wednesday
6/8/2014,Jenny  Garcia,Nestle Aero Mint Potz,3,377,1131,Shimla,North,Wednesday
7/8/2014,Peter  Hodges,Nestle Fab,1,215,215,Shimla,North,Thursday
8/8/2014,Bobbie  Ryan,Nestle Fab,2,285,570,Darjeeling,East,Friday
9/8/2014,Jaime  Pearson,Nestle Milky Bar Stick,2,116,232,Jodhpur,North,Saturday
9/8/2014,Guillermo  Potter,Nestle Toffee Crumble,3,468,1404,Nainital,North,Saturday
10/8/2014,Ben  Perez,Nestle Rolo Potz,3,294,882,Goa,West,Sunday
10/8/2014,Herman  Williams,Nestle Aero Mint Potz,2,123,246,Darjeeling,East,Sunday
10/8/2014,Ben  Perez,Nestle Milky Bar Stick,3,257,771,Goa,West,Sunday
10/8/2014,Max  Rodgers,Nestle Aero Mint Potz,1,418,418,Nagpur,West,Sunday
10/8/2014,Cecilia  Manning,Nestle Rowntree Fruit Pastil,2,213,426,Trivandrum,South,Sunday
10/8/2014,Sylvester  Morales,Nestle Aero Mint Potz,2,203,406,Mumbai,West,Sunday
11/8/2014,Felicia  Jennings,Nestle Fab,10,433,4330,Pune,West,Monday
11/8/2014,Lance  Yates,Nestle Kit Kat Cone,4,488,1952,Srinagar,North,Monday
11/8/2014,Allan  Ramos,Nestle Rolo Potz,3,131,393,Jodhpur,North,Monday
11/8/2014,Nellie  Joseph,Nestle Maxibon Cookie,4,151,604,Patna,East,Monday
12/8/2014,Guillermo  Potter,Nestle Smarties Pop-Up,2,362,724,Nainital,North,Tuesday
12/8/2014,Eddie  Green,Nestle Maxibon Cookie,1,375,375,Durgapur,East,Tuesday
12/8/2014,Andrew  Meyer,Nestle Kit Kat Cone,2,108,216,Mumbai,West,Tuesday
12/8/2014,Willie  Vega,Nestle Milky Bar Stick,2,296,592,Delhi,North,Tuesday
12/8/2014,Bethany  Pena,Nestle Rowntree Fruit Pastil,2,277,554,Nagpur,West,Tuesday
12/8/2014,Arturo  Francis,Nestle Kit Kat Cone,3,489,1467,Ranchi,East,Tuesday
12/8/2014,Patty  Thompson,Nestle Kit Kat Cone,2,172,344,Mumbai,West,Tuesday
12/8/2014,Cassandra  Franklin,Nestle Rowntree Screamers,2,327,654,Delhi,North,Tuesday
12/8/2014,Mable  Lindsey,Nestle Fab,2,154,308,Ahmedabad,West,Tuesday
13/8/2014,Ivan  Adkins,Nestle Toffee Crumble,15,452,6780,Mumbai,West,Wednesday
13/8/2014,Ruben  Nunez,Nestle Rowntree Fruit Pastil,2,391,782,Ahmedabad,West,Wednesday
14/8/2014,Elbert  Klein,Nestle Rowntree Screamers,2,145,290,Cochin,South,Thursday
14/8/2014,Tiffany  May,Nestle Rowntree Fruit Pastil,19,426,8094,Agra,North,Thursday
14/8/2014,Dan  Peterson,Nestle Smarties Pop-Up,2,372,744,Shimla,North,Thursday
15/8/2014,Isabel  Cross,Nestle Aero Mint Potz,2,406,812,Ranchi,East,Friday
15/8/2014,Trevor  Jones,Nestle Maxibon Cookie,1,490,490,Pune,West,Friday
15/8/2014,Lance  Yates,Nestle Maxibon Cookie,2,283,566,Srinagar,North,Friday
15/8/2014,Allan  Ramos,Nestle Kit Kat Cone,1,317,317,Jodhpur,North,Friday
15/8/2014,Charlie  Wood,Nestle Kit Kat Cone,3,178,534,Agra,North,Friday
15/8/2014,Elbert  Klein,Nestle Toffee Crumble,2,484,968,Cochin,South,Friday
15/8/2014,Eric  Rose,Nestle Toffee Crumble,3,436,1308,Mumbai,West,Friday
15/8/2014,Marian  Hill,Nestle Toffee Crumble,3,373,1119,Trivandrum,South,Friday
15/8/2014,Rachel  Gomez,Nestle Toffee Crumble,5,462,2310,Delhi,North,Friday
16/8/2014,Brooke  Horton,Nestle Rowntree Fruit Pastil,2,354,708,Nainital,North,Saturday
16/8/2014,Brooke  Horton,Nestle Kit Kat Cone,12,381,4572,Nainital,North,Saturday
16/8/2014,Rachel  Gomez,Nestle Toffee Crumble,5,340,1700,Delhi,North,Saturday
16/8/2014,Elaine  Ellis,Nestle Aero Mint Potz,1,162,162,Hyderabad,South,Saturday
16/8/2014,Shari  Silva,Nestle Rolo Potz,3,367,1101,Mysore,South,Saturday
17/8/2014,Della  Jensen,Nestle Toffee Crumble,2,499,998,Patna,East,Sunday
17/8/2014,Salvador  Bass,Nestle Rowntree Fruit Pastil,3,415,1245,Goa,West,Sunday
17/8/2014,Nellie  Joseph,Nestle Maxibon Cookie,1,197,197,Patna,East,Sunday
17/8/2014,Eric  Rose,Nestle Milky Bar Stick,3,447,1341,Mumbai,West,Sunday
18/8/2014,Allan  Ramos,Nestle Fab,1,318,318,Jodhpur,North,Monday
18/8/2014,Lorraine  Gibson,Nestle Smarties Pop-Up,2,284,568,Kolkata,East,Monday
18/8/2014,Shari  Silva,Nestle Aero Mint Potz,3,341,1023,Mysore,South,Monday
18/8/2014,Nellie  Joseph,Nestle Smarties Pop-Up,2,284,568,Patna,East,Monday
19/8/2014,Della  Jensen,Nestle Aero Mint Potz,1,224,224,Patna,East,Tuesday
19/8/2014,Charlie  Wood,Nestle Smarties Pop-Up,3,219,657,Agra,North,Tuesday
19/8/2014,Iris  Underwood,Nestle Smarties Pop-Up,5,367,1835,Pune,West,Tuesday
20/8/2014,Max  Rodgers,Nestle Rowntree Fruit Pastil,2,180,360,Nagpur,West,Wednesday
20/8/2014,Donna  Reid,Nestle Rowntree Screamers,2,476,952,Goa,West,Wednesday
20/8/2014,Mable  Lindsey,Nestle Rowntree Fruit Pastil,3,425,1275,Ahmedabad,West,Wednesday
20/8/2014,Lula  Daniels,Nestle Maxibon Cookie,2,401,802,Nainital,North,Wednesday
20/8/2014,Beth  Tucker,Nestle Milky Bar Stick,2,352,704,Pune,West,Wednesday
20/8/2014,Edwin  Malone,Nestle Milky Bar Stick,3,257,771,Kolkata,East,Wednesday
21/8/2014,Trevor  Jones,Nestle Smarties Pop-Up,3,171,513,Pune,West,Thursday
21/8/2014,Peter  Hodges,Nestle Milky Bar Stick,2,425,850,Shimla,North,Thursday
21/8/2014,Joey  Wong,Nestle Smarties Pop-Up,1,295,295,Goa,West,Thursday
21/8/2014,Shari  Silva,Nestle Milky Bar Stick,3,280,840,Mysore,South,Thursday
22/8/2014,Lynette  Brewer,Nestle Aero Mint Potz,2,386,772,Varanasi,North,Friday
22/8/2014,Patty  Thompson,Nestle Smarties Pop-Up,3,455,1365,Mumbai,West,Friday
22/8/2014,Cassandra  Franklin,Nestle Toffee Crumble,2,259,518,Delhi,North,Friday
22/8/2014,Shari  Silva,Nestle Aero Mint Potz,4,105,420,Mysore,South,Friday
22/8/2014,Cassandra  Franklin,Nestle Smarties Pop-Up,2,167,334,Delhi,North,Friday
22/8/2014,Lynette  Brewer,Nestle Smarties Pop-Up,2,461,922,Varanasi,North,Friday
22/8/2014,Shari  Silva,Nestle Milky Bar Stick,3,218,654,Mysore,South,Friday
23/8/2014,Mable  Lindsey,Nestle Milky Bar Stick,3,347,1041,Ahmedabad,West,Saturday
23/8/2014,Brooke  Horton,Nestle Aero Mint Potz,2,244,488,Nainital,North,Saturday
24/8/2014,Max  Rodgers,Nestle Rowntree Fruit Pastil,1,395,395,Nagpur,West,Sunday
24/8/2014,Christina  Fuller,Nestle Smarties Pop-Up,1,319,319,Nagpur,West,Sunday
24/8/2014,Carla  Mccormick,Nestle Maxibon Cookie,1,287,287,Varanasi,North,Sunday
25/8/2014,Kyle  Carr,Nestle Smarties Pop-Up,2,145,290,Delhi,North,Monday
25/8/2014,Isabel  Cross,Nestle Milky Bar Stick,3,450,1350,Ranchi,East,Monday
25/8/2014,Cecilia  Manning,Nestle Milky Bar Stick,2,441,882,Trivandrum,South,Monday
25/8/2014,Tiffany  May,Nestle Smarties Pop-Up,3,168,504,Agra,North,Monday
25/8/2014,Ellen  Weaver,Nestle Rowntree Fruit Pastil,3,179,537,Hyderabad,South,Monday
25/8/2014,Eddie  Green,Nestle Milky Bar Stick,2,329,658,Durgapur,East,Monday
25/8/2014,Ernest  Davis,Nestle Aero Mint Potz,2,209,418,Mumbai,West,Monday
25/8/2014,Jenny  Garcia,Nestle Milky Bar Stick,22,370,8140,Shimla,North,Monday
25/8/2014,Della  Jensen,Nestle Maxibon Cookie,3,130,390,Patna,East,Monday
25/8/2014,Beth  Tucker,Nestle Smarties Pop-Up,3,162,486,Pune,West,Monday
26/8/2014,Isabel  Cross,Nestle Kit Kat Cone,1,269,269,Ranchi,East,Tuesday
26/8/2014,Herman  Williams,Nestle Smarties Pop-Up,3,368,1104,Darjeeling,East,Tuesday
26/8/2014,Della  Jensen,Nestle Toffee Crumble,3,320,960,Patna,East,Tuesday
26/8/2014,Blake  Bridges,Nestle Aero Mint Potz,3,185,555,Cochin,South,Tuesday
26/8/2014,Joey  Wong,Nestle Aero Mint Potz,2,366,732,Goa,West,Tuesday
26/8/2014,Beth  Tucker,Nestle Aero Mint Potz,1,274,274,Pune,West,Tuesday
26/8/2014,Lance  Yates,Nestle Fab,2,219,438,Srinagar,North,Tuesday
26/8/2014,Andrew  Meyer,Nestle Smarties Pop-Up,21,409,8589,Mumbai,West,Tuesday
26/8/2014,Mable  Lindsey,Nestle Rowntree Fruit Pastil,2,260,520,Ahmedabad,West,Tuesday
27/8/2014,Salvador  Bass,Nestle Rowntree Screamers,2,100,200,Goa,West,Wednesday
27/8/2014,Cindy  Becker,Nestle Aero Mint Potz,3,144,432,Bangalore,South,Wednesday
28/8/2014,Bernadette  Page,Nestle Smarties Pop-Up,3,195,585,Delhi,North,Thursday
28/8/2014,Paulette  Spencer,Nestle Fab,1,127,127,Hyderabad,South,Thursday
29/8/2014,Marian  Hill,Nestle Rowntree Fruit Pastil,2,473,946,Trivandrum,South,Friday
29/8/2014,Felicia  Jennings,Nestle Milky Bar Stick,3,355,1065,Pune,West,Friday
29/8/2014,Don  Gonzales,Nestle Maxibon Cookie,3,159,477,Mysore,South,Friday
30/8/2014,Colleen  Warren,Nestle Fab,3,226,678,Ahmedabad,West,Saturday
31/8/2014,Cindy  Becker,Nestle Rowntree Screamers,1,287,287,Bangalore,South,Sunday
31/8/2014,Ruben  Nunez,Nestle Fab,2,370,740,Ahmedabad,West,Sunday
31/8/2014,Don  Gonzales,Nestle Nobbly Bobbly,10,357,3570,Mysore,South,Sunday
1/9/2014,Don  Gonzales,Nestle Milky Bar Stick,1,105,105,Mysore,South,Monday
1/9/2014,Robert  Munoz,Nestle Toffee Crumble,3,451,1353,Delhi,North,Monday
1/9/2014,Lula  Daniels,Nestle Aero Mint Potz,1,347,347,Nainital,North,Monday
1/9/2014,Elaine  Ellis,Nestle Toffee Crumble,9,414,3726,Hyderabad,South,Monday
1/9/2014,Cecilia  Manning,Nestle Nobbly Bobbly,5,432,2160,Trivandrum,South,Monday
1/9/2014,Max  Rodgers,Nestle Smarties Pop-Up,1,126,126,Nagpur,West,Monday
2/9/2014,Guillermo  Potter,Nestle Rowntree Fruit Pastil,2,323,646,Nainital,North,Tuesday
2/9/2014,Cindy  Becker,Nestle Fab,2,321,642,Bangalore,South,Tuesday
2/9/2014,Max  Rodgers,Nestle Smarties Pop-Up,1,481,481,Nagpur,West,Tuesday
2/9/2014,Brooke  Horton,Nestle Nobbly Bobbly,2,369,738,Nainital,North,Tuesday
2/9/2014,Dan  Peterson,Nestle Fab,2,254,508,Shimla,North,Tuesday
2/9/2014,Lee  Mack,Nestle Maxibon Cookie,1,238,238,Delhi,North,Tuesday
2/9/2014,Elaine  Ellis,Nestle Nobbly Bobbly,3,362,1086,Hyderabad,South,Tuesday
3/9/2014,Salvador  Bass,Nestle Rolo Potz,1,245,245,Goa,West,Wednesday
3/9/2014,Cassandra  Franklin,Nestle Kit Kat Cone,1,250,250,Delhi,North,Wednesday
3/9/2014,Max  Rodgers,Nestle Kit Kat Cone,2,361,722,Nagpur,West,Wednesday
4/9/2014,Robert  Munoz,Nestle Rolo Potz,23,141,3243,Delhi,North,Thursday
4/9/2014,Jaime  Pearson,Nestle Aero Mint Potz,15,471,7065,Jodhpur,North,Thursday
4/9/2014,Shari  Silva,Nestle Aero Mint Potz,3,231,693,Mysore,South,Thursday
4/9/2014,Robert  Munoz,Nestle Rowntree Fruit Pastil,2,422,844,Delhi,North,Thursday
4/9/2014,Dan  Peterson,Nestle Maxibon Cookie,2,347,694,Shimla,North,Thursday
4/9/2014,Brooke  Horton,Nestle Maxibon Cookie,3,419,1257,Nainital,North,Thursday
4/9/2014,Trevor  Jones,Nestle Fab,4,440,1760,Pune,West,Thursday
5/9/2014,Cassandra  Franklin,Nestle Nobbly Bobbly,3,147,441,Delhi,North,Friday
5/9/2014,Austin  Reynolds,Nestle Aero Mint Potz,2,216,432,Kolkata,East,Friday
5/9/2014,Della  Jensen,Nestle Maxibon Cookie,1,357,357,Patna,East,Friday
5/9/2014,Bernadette  Page,Nestle Smarties Pop-Up,3,420,1260,Delhi,North,Friday
5/9/2014,Carla  Mccormick,Nestle Rolo Potz,3,386,1158,Varanasi,North,Friday
6/9/2014,Elbert  Klein,Nestle Smarties Pop-Up,2,373,746,Cochin,South,Saturday
6/9/2014,Cassandra  Franklin,Nestle Toffee Crumble,3,457,1371,Delhi,North,Saturday
6/9/2014,Shari  Silva,Nestle Smarties Pop-Up,3,319,957,Mysore,South,Saturday
6/9/2014,Jenny  Garcia,Nestle Toffee Crumble,2,228,456,Shimla,North,Saturday
6/9/2014,Bernadette  Page,Nestle Milky Bar Stick,1,460,460,Delhi,North,Saturday
6/9/2014,Drew  Rogers,Nestle Rowntree Fruit Pastil,4,490,1960,Delhi,North,Saturday
6/9/2014,Shari  Silva,Nestle Aero Mint Potz,2,302,604,Mysore,South,Saturday
7/9/2014,Ernest  Davis,Nestle Rolo Potz,2,369,738,Mumbai,West,Sunday
7/9/2014,Jenny  Garcia,Nestle Kit Kat Cone,3,305,915,Shimla,North,Sunday
7/9/2014,Marion  Glover,Nestle Smarties Pop-Up,3,296,888,Durgapur,East,Sunday
7/9/2014,Tracy  Reed,Nestle Toffee Crumble,6,232,1392,Agra,North,Sunday
7/9/2014,Peter  Hodges,Nestle Rowntree Fruit Pastil,2,288,576,Shimla,North,Sunday
7/9/2014,Salvador  Bass,Nestle Fab,3,372,1116,Goa,West,Sunday
7/9/2014,Allan  Ramos,Nestle Nobbly Bobbly,1,261,261,Jodhpur,North,Sunday
7/9/2014,Charlie  Wood,Nestle Maxibon Cookie,2,381,762,Agra,North,Sunday
8/9/2014,Christy  Olson,Nestle Rolo Potz,1,214,214,Surat,West,Monday
8/9/2014,Colleen  Warren,Nestle Fab,3,469,1407,Ahmedabad,West,Monday
8/9/2014,Shari  Silva,Nestle Aero Mint Potz,2,344,688,Mysore,South,Monday
9/9/2014,Guillermo  Potter,Nestle Fab,1,423,423,Nainital,North,Tuesday
9/9/2014,Lee  Mack,Nestle Milky Bar Stick,4,156,624,Delhi,North,Tuesday
9/9/2014,Elaine  Ellis,Nestle Fab,1,454,454,Hyderabad,South,Tuesday
10/9/2014,Nellie  Joseph,Nestle Fab,2,410,820,Patna,East,Wednesday
10/9/2014,Johanna  Boone,Nestle Fab,2,372,744,Mysore,South,Wednesday
10/9/2014,Cassandra  Franklin,Nestle Milky Bar Stick,2,269,538,Delhi,North,Wednesday
10/9/2014,Johanna  Boone,Nestle Rowntree Fruit Pastil,2,344,688,Mysore,South,Wednesday
10/9/2014,Robert  Munoz,Nestle Toffee Crumble,2,478,956,Delhi,North,Wednesday
10/9/2014,Sylvester  Morales,Nestle Toffee Crumble,11,158,1738,Mumbai,West,Wednesday
10/9/2014,Patty  Thompson,Nestle Milky Bar Stick,2,331,662,Mumbai,West,Wednesday
10/9/2014,Christy  Olson,Nestle Aero Mint Potz,1,244,244,Surat,West,Wednesday
10/9/2014,Nellie  Joseph,Nestle Rowntree Fruit Pastil,2,217,434,Patna,East,Wednesday
10/9/2014,Drew  Rogers,Nestle Aero Mint Potz,4,492,1968,Delhi,North,Wednesday
10/9/2014,Cindy  Becker,Nestle Rolo Potz,1,295,295,Bangalore,South,Wednesday
10/9/2014,Robert  Munoz,Nestle Fab,2,106,212,Delhi,North,Wednesday
11/9/2014,Pauline  Beck,Nestle Smarties Pop-Up,2,366,732,Pune,West,Thursday
11/9/2014,Robert  Munoz,Nestle Fab,1,145,145,Delhi,North,Thursday
11/9/2014,Max  Rodgers,Nestle Nobbly Bobbly,2,256,512,Nagpur,West,Thursday
11/9/2014,Sylvester  Morales,Nestle Maxibon Cookie,3,372,1116,Mumbai,West,Thursday
11/9/2014,Cecilia  Manning,Nestle Maxibon Cookie,2,320,640,Trivandrum,South,Thursday
11/9/2014,Jenny  Garcia,Nestle Aero Mint Potz,3,215,645,Shimla,North,Thursday
11/9/2014,Shari  Silva,Nestle Rowntree Fruit Pastil,3,409,1227,Mysore,South,Thursday
12/9/2014,Drew  Rogers,Nestle Aero Mint Potz,1,288,288,Delhi,North,Friday
12/9/2014,Max  Rodgers,Nestle Rolo Potz,3,162,486,Nagpur,West,Friday
12/9/2014,Allan  Ramos,Nestle Aero Mint Potz,3,400,1200,Jodhpur,North,Friday
12/9/2014,Cassandra  Franklin,Nestle Maxibon Cookie,4,328,1312,Delhi,North,Friday
13/9/2014,Felicia  Jennings,Nestle Fab,1,321,321,Pune,West,Saturday
13/9/2014,Bernadette  Page,Nestle Toffee Crumble,3,230,690,Delhi,North,Saturday
13/9/2014,Cecilia  Manning,Nestle Nobbly Bobbly,20,330,6600,Trivandrum,South,Saturday
13/9/2014,Ellen  Weaver,Nestle Rowntree Fruit Pastil,3,487,1461,Hyderabad,South,Saturday
13/9/2014,Austin  Reynolds,Nestle Milky Bar Stick,3,428,1284,Kolkata,East,Saturday
13/9/2014,Jenny  Garcia,Nestle Nobbly Bobbly,1,310,310,Shimla,North,Saturday
13/9/2014,Cecilia  Manning,Nestle Milky Bar Stick,1,129,129,Trivandrum,South,Saturday
13/9/2014,Peter  Hodges,Nestle Toffee Crumble,3,162,486,Shimla,North,Saturday
13/9/2014,Dan  Peterson,Nestle Toffee Crumble,2,101,202,Shimla,North,Saturday
14/9/2014,Della  Jensen,Nestle Rowntree Fruit Pastil,2,492,984,Patna,East,Sunday
14/9/2014,Joey  Wong,Nestle Fab,3,169,507,Goa,West,Sunday
14/9/2014,Max  Rodgers,Nestle Rolo Potz,2,452,904,Nagpur,West,Sunday
15/9/2014,Ellen  Weaver,Nestle Milky Bar Stick,3,447,1341,Hyderabad,South,Monday
15/9/2014,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,413,826,Delhi,North,Monday
15/9/2014,Sonya  Mullins,Nestle Aero Mint Potz,1,137,137,Kolkata,East,Monday
15/9/2014,Drew  Rogers,Nestle Rowntree Fruit Pastil,2,220,440,Delhi,North,Monday
15/9/2014,Joey  Wong,Nestle Toffee Crumble,2,463,926,Goa,West,Monday
15/9/2014,Andrew  Meyer,Nestle Rowntree Screamers,4,129,516,Mumbai,West,Monday
15/9/2014,Trevor  Jones,Nestle Smarties Pop-Up,2,162,324,Pune,West,Monday
15/9/2014,Rachel  Gomez,Nestle Fab,1,357,357,Delhi,North,Monday
16/9/2014,Shari  Silva,Nestle Fab,2,480,960,Mysore,South,Tuesday
16/9/2014,Mable  Lindsey,Nestle Rowntree Fruit Pastil,2,362,724,Ahmedabad,West,Tuesday
16/9/2014,Elbert  Klein,Nestle Smarties Pop-Up,2,398,796,Cochin,South,Tuesday
16/9/2014,Ernest  Davis,Nestle Fab,2,484,968,Mumbai,West,Tuesday
16/9/2014,Patty  Thompson,Nestle Aero Mint Potz,2,380,760,Mumbai,West,Tuesday
16/9/2014,Robert  Munoz,Nestle Rowntree Fruit Pastil,3,288,864,Delhi,North,Tuesday
